id, drugname, comment
1,cozaar,"I've been on cozaar for 4 years without any problems.  I'm still no sure how my blood pressure became high, it was fine up til age 50, actually it was perfect.  Now at 61, as my doctor said, I no longer have high blood pressure thanks to Cozaar.   ... more »I've been on cozaar for 4 years without any problems.  I'm still no sure how my blood pressure became high, it was fine up til age 50, actually it was perfect.  Now at 61, as my doctor said, I no longer have high blood pressure thanks to Cozaar.  "
2,cozaar,"I had been on Cozaar off and on for about three years.  Although the medication did bring my blood pressure down, my weight steadily increased, and no matter what I did, I could not lose a pound.  I was tired, depressed, and my vision changed for the ... more »I had been on Cozaar off and on for about three years.  Although the medication did bring my blood pressure down, my weight steadily increased, and no matter what I did, I could not lose a pound.  I was tired, depressed, and my vision changed for the worse.  I had increased urination, and I also developed a strangling type cough, and would have coughing fits every now and then.  I experienced light headedness and a loss of concentration.  Initially I did not attribute these symptoms to Cozaar, because they came on gradually.  I never needed glasses before Cozaar, my appetite was the same, and I was not on any other prescription drug.  About 6 months ago, I decided to ween myself off of Cozaar.  During that time I have lost about 20 lbs, without dieting--eating the same way I did on Cozaar.  My concentration and energy level has increased, and my vision has improved--I don't need reading glasses anymore.  My blood pressure fluctuates from normal to medium-high, so I am looking into more natural remedies to control it.  Please remember that drugs treat the symptoms, not the disease.            "
0,femara,I am a 46 yr. old woman diagnosed with breast cancer last April 2008. I had left mast. a month after and then had chemo on June till Sept. My last PET scan was inconclusive so my oncologist put me on femara. I have been taking it for 5 mos. now. I ... more »I am a 46 yr. old woman diagnosed with breast cancer last April 2008. I had left mast. a month after and then had chemo on June till Sept. My last PET scan was inconclusive so my oncologist put me on femara. I have been taking it for 5 mos. now. I experienced slight pain in my right arm early December of 08 and told my onco that it might be the femara causing it. He dismissed that and said that I have arthritis. Now the pain is also in my other arm which extends to both shoulders. I have problems with my range of motion in both arms now and is thinking of just quitting Femara. I have also pain in my inner thigh muscles and have spasms cause by sudden movements. Occasional insomnia and  frequent hot flashes are other side effects I have to suffer. I don't know if it is worth continuing with the little percentage of advantage in the long run and at present live with a diminished quality of life. 
1,femara,"The last posting for side effects to Femara was in '05. I'm new to the drug and have muscle pain in the right arm and shoulder and thumb.  I also have finner hair and get tired. Developed edema in ankles and hands, plus high blood pressure. Have concern about memory and intuitive memory. ... more »The last posting for side effects to Femara was in '05. I'm new to the drug and have muscle pain in the right arm and shoulder and thumb.  I also have finner hair and get tired. Developed edema in ankles and hands, plus high blood pressure. Have concern about memory and intuitive memory."
2,femara,"I have had a noticable increase of dryness of my skin and vaginal dryness to the point of pain during intercourse.  I also seem to run a little hotter, feeling the heat greatly.  I am small, so that is not the reason the heat is getting to me.   ... more »I have had a noticable increase of dryness of my skin and vaginal dryness to the point of pain during intercourse.  I also seem to run a little hotter, feeling the heat greatly.  I am small, so that is not the reason the heat is getting to me.  "
0,methylpred-dp,"Ive been on the pred since yesterday and im doing just fine. But my dr gave me a double dose because i have asmath really bad. Ive been in er twice and they gave me a kenalog shot. Dont wory about hurting when i come down off of it i hurt really bad but i ... more »Ive been on the pred since yesterday and im doing just fine. But my dr gave me a double dose because i have asmath really bad. Ive been in er twice and they gave me a kenalog shot. Dont wory about hurting when i come down off of it i hurt really bad but i handle it like a trooper. Im 60 and ive taken it before, so i know what it does. Each time i take it i get hot and then it goes away. and yes you will start to get heavy. But to help not to get there dont eat too much because it will make you eat. Im not having toubles sleeping im tired. Simc eive been on it i dont eat as much as i would if i was on pure pred. that willmake you eat all the time and then you get fat ive been there."
1,methylpred-dp,I've been taking Methpred 4mg Dose pack for about 4 days now. After the first day I've experienced burning skin sensations then it started to progress to shortness of breath and weakness of the limbs on my body. It was supposed to get rid of the vertigo ... more »I've been taking Methpred 4mg Dose pack for about 4 days now. After the first day I've experienced burning skin sensations then it started to progress to shortness of breath and weakness of the limbs on my body. It was supposed to get rid of the vertigo that was caused from fluid and inflammation of the ear drums. Right now I don't have the vertigo. I've stopped it immediately because I couldn't take it anymore. I also noticed water retention throughout my body and I'm hoping it will go away.My body feels like I have weights on it especially my head. Feels like I'm carrying water buckets over my shoulder. This was for the short term luckily.
2,methylpred-dp,"I am on the 4mg Methylpred pack 6 then 5 and so on. 3 days ago was my last day. I have spondolystesis,sciatica,stenosis(everything is bad back there) I can not stand more than 1 minute walk more then 50 steps without onset of severe pain. I am male 45 ... more »I am on the 4mg Methylpred pack 6 then 5 and so on. 3 days ago was my last day. I have spondolystesis,sciatica,stenosis(everything is bad back there) I can not stand more than 1 minute walk more then 50 steps without onset of severe pain. I am male 45 years old. I finished the Methylpred pack of 21 pills 5 days ago. I can now mow grass go out and eat and am virtually pain free. The doctor did say pain will return days maybe weeks after last pill is taken everyone is different. I was pain free when I woke up after I took the first 6 in one day WOW!! So far no symtoms I am just pain free. I guess my only question is I need to find out how often we can take a Methylpred pack?"
3,methylpred-dp,"I am taking Methylpred 4 Mg six tablets a day for six days. Yes, I wrote that right - because the usual dosage is to take six, the five then four and so on. My doctor decided to do the dosage this way and for the first time in I literally can't remember when, I am out of pain. The joints I was having terrible pain with feel normal. For weeks I had been suffering from unknown sinus pressure pressure as well. Not much stuffiness and congestion and no infection or polyps (I had a CT). Just this horrible pressure and pain that was triggering daily migraines. I couldn't function. ... more »I am taking Methylpred 4 Mg six tablets a day for six days. Yes, I wrote that right - because the usual dosage is to take six, the five then four and so on. My doctor decided to do the dosage this way and for the first time in I literally can't remember when, I am out of pain. The joints I was having terrible pain with feel normal. For weeks I had been suffering from unknown sinus pressure pressure as well. Not much stuffiness and congestion and no infection or polyps (I had a CT). Just this horrible pressure and pain that was triggering daily migraines. I couldn't function."
4,methylpred-dp,"I have taken this drug for three dd=ays and feel absolutely lousy.  Frequent urination, like every half hour to hour, very jittery, sweats, and just an overall horrible feeling.  Also am very, very tired but cannot sleep.  I am also taking Ciprofloxacin for a Urinary Tract infection.  Plus I take Levoxyl, Zoloft, Placquenil for Lupis , xanax and sleeping pills.  Should I stop the above medication.  I have four more pills to take and cannot get in touch with my doctor. ... more »I have taken this drug for three dd=ays and feel absolutely lousy.  Frequent urination, like every half hour to hour, very jittery, sweats, and just an overall horrible feeling.  Also am very, very tired but cannot sleep.  I am also taking Ciprofloxacin for a Urinary Tract infection.  Plus I take Levoxyl, Zoloft, Placquenil for Lupis , xanax and sleeping pills.  Should I stop the above medication.  I have four more pills to take and cannot get in touch with my doctor."
5,methylpred-dp,"This is my third experience.  The first 2x I took it I ate ate ate and was awake all night.  So when this was prescribed again for tendinitis in the area of my 5th metatarsal, I thought ""Great!  I'll get so much done on my computer!"".  However, this time, the opposite has happened, and every day on the meds I'm sleepier.  I've napped the last 3 days and that is unusual.  Today I was napping by lunch.  It is restful, though, and I'm sleeping much better at night.  Thankfully it's a long weekend for the 4th.   ... more »This is my third experience.  The first 2x I took it I ate ate ate and was awake all night.  So when this was prescribed again for tendinitis in the area of my 5th metatarsal, I thought ""Great!  I'll get so much done on my computer!"".  However, this time, the opposite has happened, and every day on the meds I'm sleepier.  I've napped the last 3 days and that is unusual.  Today I was napping by lunch.  It is restful, though, and I'm sleeping much better at night.  Thankfully it's a long weekend for the 4th.  "
6,methylpred-dp,"I took a 6 day program of methylprednisolone where you take about 6 pills the first day, 4 the next, 3 the next and so on. It's been about 1.5 weeks since taking them and things haven't been great. ... more »I took a 6 day program of methylprednisolone where you take about 6 pills the first day, 4 the next, 3 the next and so on. It's been about 1.5 weeks since taking them and things haven't been great."
0,aricept,I was scribed aricept for a mild nuerocognitive disorder. The second day I was on it I has seizure like symptoms. I stopped for a day and the symptoms got better. I took it again for one night and the seizures came back. I went to the emergency room and they said that I was having a severe Migraine. ... more »I was scribed aricept for a mild nuerocognitive disorder. The second day I was on it I has seizure like symptoms. I stopped for a day and the symptoms got better. I took it again for one night and the seizures came back. I went to the emergency room and they said that I was having a severe Migraine.
1,aricept,"Vivid Nightmares, I wake crying and shaking I haven't slept a nights sleep since I started taking it. Loss of appetite, weight loss of course, nerves are shot and of course I am agitated all the time. My nightmares are all bad and gruesome. I am a very ... more »Vivid Nightmares, I wake crying and shaking I haven't slept a nights sleep since I started taking it. Loss of appetite, weight loss of course, nerves are shot and of course I am agitated all the time. My nightmares are all bad and gruesome. I am a very serene and content person and this is affecting me in a very hurting and unhealthy way for me I also just came home from the hospital from having astete put in my left artery of my heart and these nightmares are lacking my needed sleep. Is there any other Meds for Alzheimer's?"
2,aricept,"My father has only been on aricept for a short time, only about a week. Last night he woke up trying to figure out where he was and how to get out of a house that he has lived in for 46 years. Is this a normal side effect of aricept and if so, doesn't the ... more »My father has only been on aricept for a short time, only about a week. Last night he woke up trying to figure out where he was and how to get out of a house that he has lived in for 46 years. Is this a normal side effect of aricept and if so, doesn't the treatment kind of defeat the purpose when the disease itself takes your mind from you gradually. This is the first time anything like this has happened to my daddy."
3,aricept,"I was on it for about 6 months---did not want to be----doctor and family chewed on me if I did not constantly
4 days ago another doc said stop taking it
I am sleeping better ... more »I was on it for about 6 months---did not want to be----doctor and family chewed on me if I did not constantly
4 days ago another doc said stop taking it
I am sleeping better"
0,versed,"My 21 YO, 140 pound daughter was given 100 mg. of Demerol and 10 mg. of Versed on Saturday for an endoscopic procedure.  Since yesterday, she has been having outbursts, crying/laughing episodes, uncontrolled rage and irrational states.  Could this be due ... more »My 21 YO, 140 pound daughter was given 100 mg. of Demerol and 10 mg. of Versed on Saturday for an endoscopic procedure.  Since yesterday, she has been having outbursts, crying/laughing episodes, uncontrolled rage and irrational states.  Could this be due to the Versed and how long can we expect this behavior?  She also had a panic attack while trying to drive a short distance. She was forced to pull off the highway and called us to come and get her because she felt out of control."
1,versed,"I had a minor surgery done and they stealthily injected Versed.  I was not anxious in the slightest bit until they gave me this poison.  Since then I have had SEVERE anxiety and panic attacks.  While I did not have amnesia until after they had given me 7 ... more »I had a minor surgery done and they stealthily injected Versed.  I was not anxious in the slightest bit until they gave me this poison.  Since then I have had SEVERE anxiety and panic attacks.  While I did not have amnesia until after they had given me 7 mls. (an overdose) along with Propofol and other drugs, I was completely compliant with whatever they told me to do, against my will.  I endured their nasty comments about me and was unable to defend myself, being almost paralyzed by Versed.  It was a nightmare!  My anxiety level has still not returned to normal after almost 2 years.  This is a very bad drug."
2,versed,"I  am  trying  to get some information on Midazolam My partner had a
  hernia   operation   under  local  anesthetic  and  was  also  given
  Midazolam. She weights 138 KG she was given 10mg of Midazolam at the
  start  of  the operation. I understood this was to be given 1mg at a
  time  over  2  mins  then  wait  2min  before giving anymore is this
  correct? They gave here 10mg all in one go. After 50 mins her bp was
  125/80  pulse  85  it then dropped to 100/30 pulse 39 and she passed
  out and had to be given Atropine it took them 6 mins to give her the
  Atropine. Later in the operation they gave her 2 mg Midazolam and 50
  mins later again her bp and heart rate dropped. ... more » I  am  trying  to get some information on Midazolam My partner had a
  hernia   operation   under  local  anesthetic  and  was  also  given
  Midazolam. She weights 138 KG she was given 10mg of Midazolam at the
  start  of  the operation. I understood this was to be given 1mg at a
  time  over  2  mins  then  wait  2min  before giving anymore is this
  correct? They gave here 10mg all in one go. After 50 mins her bp was
  125/80  pulse  85  it then dropped to 100/30 pulse 39 and she passed
  out and had to be given Atropine it took them 6 mins to give her the
  Atropine. Later in the operation they gave her 2 mg Midazolam and 50
  mins later again her bp and heart rate dropped."
0,questran,"I was prescribed Questran for high cholesterol.  However, a few months after starting it, I began to develop severe constipation.  I reported it but was told that this was probably not a side effect of Questran.  After taking it for six months, I stopped ... more »I was prescribed Questran for high cholesterol.  However, a few months after starting it, I began to develop severe constipation.  I reported it but was told that this was probably not a side effect of Questran.  After taking it for six months, I stopped on my own as the constipatin became very severe. Also, my blood tests showed a huge rise in triglycerides and my triglycerides had always been low.  Even though I had stopped this drug, I still developed obstipation and had to be admitted but the doctors diagnosed me as having an eating disorder (I had become emaciated) and discharged me).  However, a few months later I had humongous pain and an x-ray showed blockage in the colon.  I had to be re-admitted on an urgent basis and 2/3 of my colon had to be removed.  I was told that I might have to have an ostomy bag but this thankfully ended up not to be the case.  I am completely recovered now and take statins for high cholesterol.  So, my advice is NEVER TAKE QUESTRAN FOR HIGH CHOLESTEROL no matter what your doctor says!!"
1,questran,"I've been on Questran for 2 years. It works great for Bile salts control, but these side effects seem to be increasing. Besides the cramping & gas, I've had urinary pain and dizziness. Now I'm getting facial tingling & numbness and these ugly daily ... more »I've been on Questran for 2 years. It works great for Bile salts control, but these side effects seem to be increasing. Besides the cramping & gas, I've had urinary pain and dizziness. Now I'm getting facial tingling & numbness and these ugly daily headaches. Tylenol does help but it seems to come back wtih the next dose. I cant imagine how people used to take up to 12 grams of this for Cholesterol when I'm only taking 5 grams/ daily. Anyone else have these side effects & any remedies?"
2,questran,"If you have had your gallbladder out PLEASE email me!!!  I had mine out in 99 and had chronic diahhrea for 2 years!  Stupid gastros said I had IBS!  THAT WAS BS!!  I was finally given Questran and it saved my life literally.  But it was very constipating ... more »If you have had your gallbladder out PLEASE email me!!!  I had mine out in 99 and had chronic diahhrea for 2 years!  Stupid gastros said I had IBS!  THAT WAS BS!!  I was finally given Questran and it saved my life literally.  But it was very constipating so NOW I take WELCHOL and it works great.  NO problems or side effects.  3 pills in the am, 3 pills in the pm each day - NO problem...just eat a healthy high fiber diet with it and INCLUDE fats to move things through.  :)  Please feel free to email me about any of this!!!  I would love to find a place on the web where ""Bile-Salt Buddies"" can meet eachother!  There are supposed to be MANY of us out there!!!"
3,questran,"I have taken Questran for many years. I had my gallbladder removed in 1984. I suffered from chronic diarrhea thereafter. This was the first drug to help at all. Then, I started having a lot of problems absorbing vitamins & medicines. I have iron-deficient ... more »I have taken Questran for many years. I had my gallbladder removed in 1984. I suffered from chronic diarrhea thereafter. This was the first drug to help at all. Then, I started having a lot of problems absorbing vitamins & medicines. I have iron-deficient anemia & my hair is thinning. I recently switched to WelChol; but it doesn't seem to work quite as well so far. Instead of 1 pkg a day, I take 6 pills a day with meals. I do seem to be bringing my iron back up. I can take meds any time too. I'm not sure what side effects this drug has though."
4,questran,"I am so glad to read about people who take Questran. I was given Questran several years ago. But not for Cholesterol. The Doctor gave it to me because I had diarrhea all the time . Itake 1 packet everymorning. If I didn't I would not be  able to leave the ... more »I am so glad to read about people who take Questran. I was given Questran several years ago. But not for Cholesterol. The Doctor gave it to me because I had diarrhea all the time . Itake 1 packet everymorning. If I didn't I would not be
able to leave the house until I took something to get the diarrhea stopped. I have no side affects from it. An now I have normal bowel movements. I had been sent to specialist 
after specialist. and none of them could find out what was wrong. and then 1 Doctor put me on Questran a long time ago. And just saved my life. I would not do without Questran."
5,questran,"I was started on Questran over three months ago since I had reacted badly to statin drugs.  I was taking 1 scoop twice a day.  With that dosage I had some nausea and other similar feeling, but not unbearable.  However, after three months of usage my overall cholesterol came down somewhat, but my triclycerides went up and my HDL came down.  Very disappointing.  My Dr. told me to take a double dose each day--before long I had what felt like a cessation of intestinal function---very constipated and a feeling of rawness in my inestine---and felt quite ill, along with having a lot of pain in my gut.  The Dr. had assured me that this medication had NO side effects, but I think he lied.  They do that a lot in my experience.  Why they feel they cannot tell you the truth is beyond me, but they do it all the time.  Especially if you are a woman.  Besides that I have panic and anxiety disorder which I developed early in my life due to a bad home life and a marriage into more of the same stuff; however I am over that, but I think once you have it you are looked on, especially if you are a woman, as forever being in the control of those disorders.  I also have fibromyalgia, and have had a lot of pain in my life, so am no stranger to it.  Also I had seven children, without any anesthesia whatsoever with any of them, so I think I am not a baby when it comes to pain.  However, in my experience many doctors overlook that sort of thing.  I have now decided not to take any more questran until I get some answer as to what is going on here.  On reading the message above I see that I am not the only one having this result from this medication.  That helps, since I don't have to feel that I am crazy or something. ... more »I was started on Questran over three months ago since I had reacted badly to statin drugs.  I was taking 1 scoop twice a day.  With that dosage I had some nausea and other similar feeling, but not unbearable.  However, after three months of usage my overall cholesterol came down somewhat, but my triclycerides went up and my HDL came down.  Very disappointing.  My Dr. told me to take a double dose each day--before long I had what felt like a cessation of intestinal function---very constipated and a feeling of rawness in my inestine---and felt quite ill, along with having a lot of pain in my gut.  The Dr. had assured me that this medication had NO side effects, but I think he lied.  They do that a lot in my experience.  Why they feel they cannot tell you the truth is beyond me, but they do it all the time.  Especially if you are a woman.  Besides that I have panic and anxiety disorder which I developed early in my life due to a bad home life and a marriage into more of the same stuff; however I am over that, but I think once you have it you are looked on, especially if you are a woman, as forever being in the control of those disorders.  I also have fibromyalgia, and have had a lot of pain in my life, so am no stranger to it.  Also I had seven children, without any anesthesia whatsoever with any of them, so I think I am not a baby when it comes to pain.  However, in my experience many doctors overlook that sort of thing.  I have now decided not to take any more questran until I get some answer as to what is going on here.  On reading the message above I see that I am not the only one having this result from this medication.  That helps, since I don't have to feel that I am crazy or something."
0,welchol,"I ended up in the emergency room after having multiple side effects from taking Welchol for about 5 days.  I was unable to eat or drink, felt extremely full, belching, anxiety, sleeplessness, unable to breath, and heart racing.  It has been 5 days now ... more »I ended up in the emergency room after having multiple side effects from taking Welchol for about 5 days.  I was unable to eat or drink, felt extremely full, belching, anxiety, sleeplessness, unable to breath, and heart racing.  It has been 5 days now since I was discharged but I am still experiencing severe anxiety, and stil no appetite, and having to deal with having difficulty breathing is extemely uncomfortable.  My anxiety was so bad that I was pacing the floor thru the night and could not lay down to rest.  Just a warning to others, please be careful when you start this medication.  My pharmicist said that the side effects could last weeks and even my doctor's nurse said the same thing."
1,welchol,"Loss of hair, muscle weekness to a point where could not function normally, memory loss, black marks on both legs.  When I finally stopped taking it because of the pain I was experiencing,   then I realized the other side effects were part of the medicine. ... more »Loss of hair, muscle weekness to a point where could not function normally, memory loss, black marks on both legs.
When I finally stopped taking it because of the pain I was experiencing,   then I realized the other side effects were part of the medicine.  My hair stopped falling out, my memory came back slowly but to a point where I realized the drug definately had something to do with it.  After a few months my legs came back to normal.  Two different doctors told me that this could not be  because these symptoms were not listed as side effects.   It is a known fact that not all meds work for ALL people!!!  When you explain all of what you are feeling they just about laugh at you.
I am so sick of these doctors that give you drugs just because they are there without first trying other alternatives. I do believe that doctors have way too much faith in the DRUG COMPANIES. We all understand that SOMEm not all doctors do get kick back from drug companies."
2,welchol,"Welchol 625mg is known to both doctors and patient to reduce Triglyceride level in the bloodstream however the effects of reducing Triglyceride creates other problems unless one finds co-relationship between the mechanism of Welchol inside human body ... more »Welchol 625mg is known to both doctors and patient to reduce Triglyceride level in the bloodstream however the effects of reducing Triglyceride creates other problems unless one finds co-relationship between the mechanism of Welchol inside human body ecosystem and Shape of Triglyceride like fatty substance and how it actually blocks the blood vessels. So here is it 
Triglyceride is nothing but a fat molecule and brain uses fatty acids from fat to create a special cell that allow us to think and feel. This does not come from me but it comes from Research and you can find the link at www dot fi dot edu and click on resource for learning and then search for fats and brain.  I have been been taking Welchol 625mg on and off for a year now. And it has helped me reduce my fat molecule. Genetically by body produces more Triglyceride then most people. Human body would not produce.This ester group of molecule when inhibited by Welchol the body must adjust and find alternative method to perform the function that it normally performed with these triglyceride(fat - an ester). People as they grow older are set in their ways because their body ecosystem is set in their ways. When the body is not able to produce the necessary fat molecule on its own and there is no substitute via supplements of fish oil one is going to feel dizzy, cold, numbness in the arm( may be related to heart). So what i did was I reduce the dosage and allowed by body some time to adjust to the medication I also took fish oil ( even though I am a Vegetarian) and Now my Triglyceride are low, my numbness in the arm is gone, I do not feel dizzy or nausea. So try and allow your body to make amends by constantly monitoring progress and regress. These companies do not educate doctors on dosage problem. And each individual has different ecosystem makes it challenging to generalised without being wrong. And when doctors are wrong it very serious matter for everybody including the doctors."
3,welchol,"I have been on Welchol for about six weeks and my joints have gotten really sore and a lot of stiffness.  My feet are like lead in the morning and sore, did not relate that until read comments. I've had high chol every time tested since early 30's & say ... more »I have been on Welchol for about six weeks and my joints have gotten really sore and a lot of stiffness.  My feet are like lead in the morning and sore, did not relate that until read comments. I've had high chol every time tested since early 30's & say it's hereditary. My total Chol. is 303 with 56 being good, so can't take statins, took red yeast rice with no avail obviously.  My fingers, elbows, neck, and knees are really stiff. As far as gut troubles, it really helped my digestion and regularity.  The cardiologist said out of cholesterol 2/3 is inherited and 1/3 is what we can control......so it's not worth all the risk."
4,welchol,"I tried first Lipitor, then Pravastin and could not tolerate them.  Now my doctor has prescribed Welchol.  After reading all the complaints people have posted about it, I am scared to death to try it.  I normally have not pain anywhere and feel like I want ... more »I tried first Lipitor, then Pravastin and could not tolerate them.  Now my doctor has prescribed Welchol.  After reading all the complaints people have posted about it, I am scared to death to try it.  I normally have not pain anywhere and feel like I want to keep it that way.  I plan to try eating properly and see if I can control my cholesterol that way.  I really am in a state of not knowing what to do---but I don't plan on taking the Welchol.  I already have the prescription filled and my insurance company paid over $400 for the 3 month supply---quite a waste.
Thanks for the information
kriegersugar@aol.com"
0,venofer,I just had my second dose of IV Iron Infusion using Venofer and I noticed hives were forming on my arms then within a few mins my legs started to seize up - couldn't walk - My hands started to cramp up and then my stomach and back were cramping up.  Called ... more »I just had my second dose of IV Iron Infusion using Venofer and I noticed hives were forming on my arms then within a few mins my legs started to seize up - couldn't walk - My hands started to cramp up and then my stomach and back were cramping up.  Called 911 and while I was transported to the hospital they gave me benadryl which helped with the hives but the pain in my back and stomach got worse.  Once I was in the hospital I started having fainting spells.  I could not stand up with out blacking out.  I didn't even know I fainted until I woke up by the nurses pounding on my chest.  A very scary feeling.  The doctors told me my potassium was low... is this true? 
1,venofer,"I had my first Venofer infusion a couple of days ago.  It was administered over a 3 1/2 hour period.  I noticed some nausea and knee cramping during the procedure.  Once done I was driving and my hands and fingers cramped up, then my back and feet and ... more »I had my first Venofer infusion a couple of days ago.  It was administered over a 3 1/2 hour period.  I noticed some nausea and knee cramping during the procedure.  Once done I was driving and my hands and fingers cramped up, then my back and feet and around my mouth felt tingly.  I had to pull over and I vomited all over my car.  I was so sick and nauseated.  I had someone pick me up and I was taken to the ER.  I could barely walk by time I got there.  The pain was immense.  I was given several things in the ER for pain, nausea and to counteract the reaction.  I'm due to have another infusion on the 21st of December but am scared to do another.  I've left a message with the nurse at the doctor's office but I haven't heard back yet.  Any ideas or experiences???"
2,venofer,"I have now had 18 venofer infusions over the last 16mo.Each time I receive them, within hours I have severe swelling of the IV site and up my arm.And also have severe itching also.It seems to take a week or more for the swelling,itching and pain to go ... more »I have now had 18 venofer infusions over the last 16mo.Each time I receive them, within hours I have severe swelling of the IV site and up my arm.And also have severe itching also.It seems to take a week or more for the swelling,itching and pain to go away? The IV didn't come out of my vein,so not intramuscular.Is this normal?Or is there anything I can do to help these symptoms not happen at all? Thank you, P."
3,venofer,"Immediately following the infusion (I was still in the chair), which was administered over 3 hours, my blood pressure dropped to 42/27, with the predictable result - loss of consciousness.  This was preceded by extreme joint stiffness (fingers of both ... more »Immediately following the infusion (I was still in the chair), which was administered over 3 hours, my blood pressure dropped to 42/27, with the predictable result - loss of consciousness.  This was preceded by extreme joint stiffness (fingers of both hands and both knee joints, elbows, everything).  I was put on oxygen and administered IV bolus of fluid.  On Day 2 the same thing happened, but it took longer to recover.  Infusion 3 was canceled."
0,avalide,"I have been taking Avalide for about 1.5 years.  Since i have been taking it, I have been getting worst everyday.  I didn't think too much of the how I was feelng.  I thought I was just getting older. I wake up in the morning craving the drug.  My head is ... more »I have been taking Avalide for about 1.5 years.  Since i have been taking it, I have been getting worst everyday.  I didn't think too much of the how I was feelng.  I thought I was just getting older. I wake up in the morning craving the drug.  My head is full, dizzy, concentration poor, dry mouth, trouble sleeping, no sex drive, depressed, anxiety, not happy.  This Avalide tablet has cause me trouble since I started taking it. I have been searching for a doctor in Houston, Texas who can prescribe me a blood pressue medicine that is for my body.  Today, I tried to get Avaide filled.  They told me the manufacture has done a recall.  If there are any class action suits, please let me know.  I have had the roughest time of my life with this medication.  my e-mail address is:  lefani@comcast. net.  If you know of a good doctor in Houston or advice for me, please e-mail me."
1,avalide,"I'm on avalide and zoloft.  For about a year, shortly after I started taking avalide my legs started hurting.  The doctors have taken x-rays of my back and an MRI but can't figure out my legs.  Also I can't sleep at night so i take ambien.  HELP! ... more »I'm on avalide and zoloft.  For about a year, shortly after I started taking avalide my legs started hurting.  The doctors have taken x-rays of my back and an MRI but can't figure out my legs.  Also I can't sleep at night so i take ambien.  HELP!"
2,avalide,"I started using Avalide on Nov 05, 04 picked it up at Agape Health Dept 300/12.5mg in Jacksonville fl. My hair is coming out in chunks I've lost a lot of hair I now have bald patches on both sides in the top middle and left back. Empty, bald, I called the ... more »I started using Avalide on Nov 05, 04 picked it up at Agape Health Dept 300/12.5mg in Jacksonville fl. My hair is coming out in chunks I've lost a lot of hair I now have bald patches on both sides in the top middle and left back. Empty, bald, I called the pharmancy last week Dec 28, 04 at  904-301-4900 and was told he would call Bristel Myers for them to call me and some one will also call me from the clinic I have not receive a call. I asked what side effects do this Avalide have. To let you no this is all the medications I'm taking."
3,avalide,I am currently on 300/12.5 of Avalide and Verelan pm 200 mg. My doses were upped a couple of weeks ago and at night I amhaving a stinging and pin prick feeling all over my body 30-40 min after I go to bed. Could this be an allergic reaction to any of these medications? ... more »I am currently on 300/12.5 of Avalide and Verelan pm 200 mg. My doses were upped a couple of weeks ago and at night I amhaving a stinging and pin prick feeling all over my body 30-40 min after I go to bed. Could this be an allergic reaction to any of these medications?
0,topamax,my wife hasbeen onthis drug for about 6months. she has no sex drive is not affectionit any more and is ablivious to it all. her doctor put her on this for headaches and i do  want her to feel better but something has got to give. we arein are earlier ... more »my wife hasbeen onthis drug for about 6months. she has no sex drive is not affectionit any more and is ablivious to it all. her doctor put her on this for headaches and i do  want her to feel better but something has got to give. we arein are earlier thirties but she now acts to be in her later years of life. i love her so much but i dont no how much more i can take. the people who envent this stuff doesnt care about the people and the lives ther hurting. its all about the money.
1,topamax,"I read about ""tingling"" pains in the hands or feet but I have been getting very strong zappy/almost electric nerve-like pains in my legs and feet.  Has anyone else felt these types of pain?  It feels like the pains I had in my head when I tried to go off Effexor (unsuccessfully).  I too am feeling very foggy on Topamax. On for a few weeks, up to 100 mg twice a day.  My vision feels weird, can't read a thing without my reading glasses (which is a change), driving feels weird, and soda tastes almost soapy.  My dreams are very vivid and strange - even though I am sleeping at least 8 hours, I don't feel very rested.  And I have to urinate at least 12 times a day.  Do these symptoms go away after a while? ... more »I read about ""tingling"" pains in the hands or feet but I have been getting very strong zappy/almost electric nerve-like pains in my legs and feet.  Has anyone else felt these types of pain?  It feels like the pains I had in my head when I tried to go off Effexor (unsuccessfully).  I too am feeling very foggy on Topamax. On for a few weeks, up to 100 mg twice a day.  My vision feels weird, can't read a thing without my reading glasses (which is a change), driving feels weird, and soda tastes almost soapy.  My dreams are very vivid and strange - even though I am sleeping at least 8 hours, I don't feel very rested.  And I have to urinate at least 12 times a day.  Do these symptoms go away after a while?"
